"類別","日文","發音","英文翻譯","中文","例句"
"Lesson 38","～点","～てん","Points","～分（分數）","試験で八十点取りました。"
"Lesson 38","けんかします","けんかします","Quarrel, fight","吵架","兄弟でけんかしました。"
"Lesson 38","不思議「な」","ふしぎ「な」","Mysterious, Strange","不可思議的","不思議な夢を見ました。"
"Lesson 38","お正月","おしょうがつ","New year's day","新年","お正月に家族と食事します。"
"Lesson 38","ひな祭り","ひなまつり","The doll festival","女兒節（三月三日）","ひな祭りに人形を飾ります。"
"Lesson 38","お月見","おつきみ","The moon viewing festival","賞月（中秋節）","秋にお月見をします。"
"Lesson 39","答えます","こたえます","Answer (a question)","回答（問題）","質問に答えます。"
"Lesson 39","倒れます","たおれます","Fall down (a building)","（建築物）倒塌","地震で建物が倒れました。"
"Lesson 39","焼けます","やけます","Burn down (a building), Be baked (bread), Be roasted, grilled (meat)","（建築物）燒毀、（麵包）烤好","家が焼けました。"
"Lesson 39","通ります","とおります","Pass (along a street)","通過（街道）","この道を通ります。"
"Lesson 39","死にます","しにます","Die","死亡、去世","祖父が死にました。"
"Lesson 39","びっくりします","びっくりします","Be surprised","嚇一跳","知らせを聞いてびっくりしました。"
"Lesson 39","がっかりします","がっかりします","Be disappointed","失望","試験に落ちてがっかりしました。"
"Lesson 39","安心します","あんしんします","Be relieved","放心、安心","無事で安心しました。"
"Lesson 39","遅刻します","ちこくします","Be late, Come late","遲到","電車が遅れて遅刻しました。"
"Lesson 39","早退します","そうたいします","Leave earlier than usual (work or school)","提早離開（公司或學校）","体調が悪くて早退しました。"
"Lesson 39","けんかします","けんかします","Quarrel, Fight","吵架","友達とけんかしました。"
"Lesson 39","離婚します","りこんします","Divorce","離婚","離婚しました。"
"Lesson 39","複雑「な」","ふくざつ「な」","Complicated, complex","複雜的","複雑な問題です。"
"Lesson 39","邪魔「な」","じゃま「な」","Obstructive, in the way","礙事的、打擾的","邪魔にならないようにします。"
"Lesson 39","汚い","きたない","Dirty","髒的","この部屋は汚いです。"
"Lesson 39","うれしい","うれしい","Glad, Happy","高興的","合格してうれしいです。"
"Lesson 39","悲しい","かなしい","Sad","悲傷的","別れが悲しいです。"
"Lesson 39","恥ずかしい","はずかしい","Embarrassed, Ashamed","羞恥的","失敗して恥ずかしいです。"
"Lesson 39","地震","じしん","Earthquake","地震","地震がありました。"
"Lesson 39","台風","たいふう","Typhoon","颱風","台風が来ます。"
"Lesson 39","火事","かじ","Fire","火災","近くで火事がありました。"
"Lesson 39","事故","じこ","Accident","事故","交通事故が起きました。"
"Lesson 39","「お」見合い","「お」みあい","Interview prior to marriage","相親","お見合いをします。"
"Lesson 39","電話代","でんわだい","Telephone charge","電話費","電話代が高いです。"
"Lesson 39","～代","～だい","Charge, Fare, fee","～費、～費用","電気代を払います。"
"Lesson 39","～号室","～ごうしつ","Room number ～","～號房間","三〇一号室に泊まります。"
"Lesson 39","汗","あせ","Perspiration (Sweat)","汗水","汗が出ます。"
"Lesson 39","せっけん","せっけん","Soap","肥皂","せっけんで手を洗います。"
"Lesson 39","大勢","おおぜい","A great number of people","很多人","大勢の人が集まりました。"
"Lesson 39","お疲れ様でした","おつかれさまでした","Thankyou for your hard work","辛苦了","お疲れ様でした。"
"Lesson 39","伺います","うかがいます","I'm coming","前往拜訪（謙讓語）","明日伺います。"
"Lesson 39","途中で","とちゅうで","On the way, in the midst of","途中","途中で電話がありました。"
"Lesson 39","ぶつかります","ぶつかります","Bump, Collide","碰撞","人にぶつかりました。"
"Lesson 39","並びます","ならびます","Stand in a queue, line up","排隊","入口に並びます。"
"Lesson 39","大人","おとな","Adult","大人","大人の入場料はいくらですか。"
"Lesson 39","洋服","ようふく","Western clothes","西式服裝","洋服を着ます。"
"Lesson 39","西洋化します","せいようかします","Be westernized","西洋化","生活が西洋化しました。"
"Lesson 39","合います","あいます","Fit, suit","合適、相稱","この服はよく合います。"
"Lesson 39","今では","いまでは","Now","如今、現在","今では着物を着る人は少ないです。"
"Lesson 39","成人式","せいじんしき","Coming-of-age celebration","成人典禮","成人式に出席します。"
"Lesson 39","うらやましい","うらやましい","Envious","羨慕的","うらやましいですね。"
"Lesson 39","懐かしい","なつかしい","Dear, longed for","令人懷念的","懐かしい音楽を聞きます。"
"Lesson 39","うっとりします","うっとりします","Be enchanted","陶醉","美しい音楽にうっとりします。"
"Lesson 39","いらいらします","いらいらします","Be irritated","焦躁","待たされていらいらします。"
"Lesson 39","どきどきします","どきどきします","Be scared","心跳加速、緊張","発表の前にどきどきします。"
"Lesson 39","はらはらします","はらはらします","Feel uneasy","提心吊膽","試合を見てはらはらします。"
"Lesson 39","わくわくします","わくわくします","Be excited","興奮、期待","旅行の前にわくわくします。"
"Lesson 40","数えます","かぞえます","Count","數數","一から十まで数えます。"
"Lesson 40","測ります","はかります","Measure, Weigh","測量、量","身長を測ります。"
"Lesson 40","確かめます","たしかめます","Confirm, Make sure","確認","内容を確かめます。"
"Lesson 40","出発します","しゅっぱつします","Depart","出發","九時に出発します。"
"Lesson 40","到着します","とうちゃくします","Arrive","抵達","十時に到着します。"
"Lesson 40","酔います","よいます","Get drunk","醉酒","お酒を飲んで酔いました。"
"Lesson 40","危険「な」","きけん「な」","Dangerous","危險的","この場所は危険です。"
"Lesson 40","必要「な」","ひつよう「な」","Necessary","必要的","練習が必要です。"
"Lesson 40","宇宙","うちゅう","Space, Universe","宇宙","宇宙に行きたいです。"
"Lesson 40","地球","ちきゅう","Earth","地球","地球は美しい星です。"
"Lesson 40","忘年会","ぼうねんかい","Year-end Party","忘年會","十二月に忘年会があります。"
"Lesson 40","新年会","しんねんかい","New Year's Party","新年聚會","一月に新年会をします。"
"Lesson 40","二次会","にじかい","Second Party","二次會","忘年会のあとで二次会をします。"
"Lesson 40","大会","たいかい","Mass meating, convention","大會、賽事","水泳の大会に出ます。"
"Lesson 40","表","おもて","Face, Front","正面、表面","紙の表に書きます。"
"Lesson 40","裏","うら","Back (side)","背面、裡側","紙の裏にも書きます。"
"Lesson 40","返事","へんじ","Reply","回覆、回信","早く返事をください。"
"Lesson 40","申し込み","もうしこみ","Application","申請","申し込みは来週までです。"
"Lesson 40","本当","ほんとう","Truth, fact","真的、真實","本当ですか。"
"Lesson 40","間違い","まちがい","Mistake","錯誤","間違いを直します。"
"Lesson 40","傷","きず","Defect, wound, scratch","傷、損傷","この皿に傷があります。"
"Lesson 40","長さ","ながさ","Length","長度","長さを測ります。"
"Lesson 40","重さ","おもさ","Weight","重量","重さを測ります。"
"Lesson 40","高さ","たかさ","Height","高度","この山の高さはどのくらいですか。"
"Lesson 40","大きさ","おおきさ","Size, scale","大小、尺寸","大きさを確かめます。"
"Lesson 40","～便","～びん","Flight, Flight number","～班（航班）","十時発の便で行きます。"
"Lesson 40","～号","～ごう","Train number, Typhoon number, etc","～號（列車、颱風等）","二号台風が来ます。"
"Lesson 40","～個","～こ","Counter for small objects","～個（小物品）","りんごを三個買います。"
"Lesson 40","～本","～ほん、～ぽん、～ぼん","Counter for long objects","～支、～根（細長物品）","ペンを二本買います。"
"Lesson 40","～杯","～はい、～ぱい、～ばい","Counter for glass or cup","～杯（飲料）","コーヒーを一杯飲みます。"
"Lesson 40","～以上","～いじょう","Not less than~, Over~","～以上","三十人以上集まりました。"
"Lesson 40","～以下","～いか","Not more than~, Under~","～以下","二十人以下です。"
"Lesson 40","さあ","さあ","Well, let me see (used when unsure of something)","嗯……（不確定時）","さあ、わかりません。"
"Lesson 40","どうでしょうか","どうでしょうか","How is~? (polite way of どうですか。)","如何呢？（どうですかの敬語）","明日はどうでしょうか。"
"Lesson 40","成績","せいせき","Performance, Score, Result","成績","試験の成績がよかったです。"
"Lesson 40","ところで","ところで","By the way","話說、對了","ところで、明日は暇ですか。"
"Lesson 40","様子","ようす","Situation, Condition, Appearance","様子、情況","様子を見てきます。"
"Lesson 40","事件","じけん","Incident, Case","事件","大きな事件がありました。"
"Lesson 40","爆弾","ばくだん","Bomb","炸彈","（ニュースで使われます）"
"Lesson 40","積みます","つみます","Load, Pile up","堆積、裝載","荷物を車に積みます。"
"Lesson 40","運転手","うんてんしゅ","Driver","司機","バスの運転手に聞きます。"
"Lesson 40","離れた","はなれた","Remote","遠離的、相距的","ここから離れた場所にあります。"
"Lesson 40","急に","きゅうに","Suddenly","突然","急に雨が降ってきました。"
"Lesson 40","動かします","うごかします","Start, Operate, Move","移動、啟動","机を動かします。"
"Lesson 40","一生懸命","いっしょうけんめい","With all one's effort","全力以赴","一生懸命練習します。"
"Lesson 40","犯人","はんにん","Suspect, Criminal","犯人","犯人が捕まりました。"
"Lesson 40","手に入れます","てにいれます","Obtain, get","取得、得到","チケットを手に入れます。"
"Lesson 40","今でも","いまでも","Even Now","即使現在","今でも使われています。"
"Lesson 40","うわさします","うわさします","Gossip","閒話、傳聞","うわさをしないでください。"
"Lesson 40","単位","たんい","Unit, Credit (in school)","單位、學分","単位を取ります。"
"Lesson 40","線","せん","Line","線條","この線を引いてください。"
"Lesson 40","模様","もよう","Pattern, Figure, Design","圖案、花紋","きれいな模様です。"
"Lesson 40","面積","めんせき","Area","面積","この部屋の面積はどのくらいですか。"
"Lesson 40","体積","たいせき","Capacity, Volume","體積","体積を計算します。"
"Lesson 40","容積","ようせき","Capacity, Volume","容積","容積を測ります。"
"Lesson 40","計算","けいさん","Calculation","計算","計算をします。"
"Lesson 40","たす","たす","Plus (math operator)","加（數學符號）","三たす四は七です。"
"Lesson 40","ひく","ひく","Minus (math operator)","減（數學符號）","五ひく二は三です。"
"Lesson 40","かける","かける","Multiply (math operator)","乘（數學符號）","三かける三は九です。"
"Lesson 40","わる","わる","Divide (math operator)","除（數學符號）","十わる二は五です。"
"Lesson 40","は","は","Equal (math operator)","等於（數學符號）","三たす四は七です。"
"Lesson 40","直線","ちょくせん","Straight line","直線","直線を引きます。"
"Lesson 40","曲線","きょくせん","Curved line","曲線","曲線を描きます。"
"Lesson 40","点線","てんせん","Dotted line","點線","点線に沿って切ります。"
"Lesson 40","円（丸）","えん（まる）","Circle","圓形","円を描きます。"
"Lesson 40","三角（形）","さんかく（けい）","Triangle","三角形","三角形を描きます。"
"Lesson 40","四角（形）","しかく（けい）","Square","四角形、正方形","四角形を描きます。"
"Lesson 40","縦じま","たてじま","Vertical Stripes","直條紋","縦じまのシャツを着ています。"
"Lesson 40","横じま","よこじま","Horizontal Strips","橫條紋","横じまのシャツを着ています。"
"Lesson 40","水玉","みずたま","Polka-dot","圓點花紋","水玉の服が好きです。"
"Lesson 40","花柄","はながら","Floral (flower) Print","花卉圖案","花柄のワンピースを着ています。"
"Lesson 40","無地","むじ","Plain","素色、無花紋","無地のシャツを着ています。"
"Lesson 41","いただきます","いただきます","Receive (humble equivalent of もらいます）","收到（謙讓語）","先生に本をいただきました。"
"Lesson 41","くださいます","くださいます","Give (respectful equivalent of くれます）","給（尊敬語）","先生が本をくださいました。"
"Lesson 41","やります","やります","Give (to a younger person or subordinate)","給（給晚輩或下屬）","犬にえさをやります。"
"Lesson 41","呼びます","よびます","Invite","邀請","パーティーに呼びます。"
"Lesson 41","取り替えます","とりかえます","Exchange","交換、換貨","壊れた品物を取り替えます。"
"Lesson 41","親切にします","しんせつにします","Be kind to","親切對待","みんなに親切にします。"
"Lesson 41","かわいい","かわいい","Lovely, Cute","可愛的","かわいい子どもです。"
"Lesson 41","お祝い","おいわい","Celebration, gift","慶祝、禮物","卒業のお祝いをします。"
"Lesson 41","お年玉","おとしだま","Money given as New Year's gift","壓歲錢","子どもにお年玉をあげます。"
"Lesson 41","「お」見舞い","「お」みまい","Expression of Sympathy, Consolatory gift to a sick person","探病、慰問禮","病院にお見舞いに行きます。"
"Lesson 41","興味","きょうみ","Interest","興趣","日本語に興味があります。"
"Lesson 41","情報","じょうほう","Information","資訊、情報","情報を集めます。"
"Lesson 41","文法","ぶんぽう","Grammar","文法","文法を勉強します。"
"Lesson 41","発音","はつおん","Pronunciation","發音","発音を練習します。"
"Lesson 41","猿","さる","Ape, Monkey","猴子","動物園で猿を見ました。"
"Lesson 41","えさ","えさ","Feed, Bait","飼料、餌","犬にえさをやります。"
"Lesson 41","玩具","おもちゃ","Toy","玩具","子どもにおもちゃをあげます。"
"Lesson 41","絵本","えほん","Picture book","繪本","子どもに絵本を読んであげます。"
"Lesson 41","絵はがき","えはがき","Picture post card","風景明信片","友達に絵はがきを送ります。"
"Lesson 41","靴下","くつした","Socks, Stockings","襪子","靴下を履きます。"
"Lesson 41","手袋","てぶくろ","Gloves","手套","冬に手袋をします。"
"Lesson 41","指輪","ゆびわ","Ring","戒指","指輪をしています。"
"Lesson 41","祖父","そふ","(my) Grandfather","（我的）祖父","祖父は八十歳です。"
"Lesson 41","祖母","そぼ","(my) Grandmother","（我的）祖母","祖母は元気です。"
"Lesson 41","孫","まご","Grandchild","孫子","孫が生まれました。"
"Lesson 41","伯父、叔父","おじ","(My) Uncle Older, Younger","（我的）伯父、叔父","叔父は大阪にいます。"
"Lesson 41","おじさん","おじさん","(Someone else's) Uncle","（別人的）伯父、叔父","おじさんはお元気ですか。"
"Lesson 41","伯母，叔母","おば","(My) Aunt Older, younger","（我的）伯母、叔母","叔母に会いに行きます。"
"Lesson 41","おばさん","おばさん","(Someone else's) Aunt","（別人的）伯母、叔母","おばさんはお元気ですか。"
"Lesson 41","おととし","おととし","The year before last","前年、大前年","おととし日本へ来ました。"
"Lesson 41","はあ","はあ","Yes, I see","是的、原來如此（應答）","はあ、そうですか。"
"Lesson 41","申し訳ありません","もうしわけありません","I'm sorry, Excuse me","非常抱歉、對不起","申し訳ありません。"
"Lesson 41","預かります","あずかります","Keep, Receive (a thing) in trust","代為保管","荷物を預かります。"
"Lesson 41","先日","せんじつ","The other day","前幾天","先日はありがとうございました。"
"Lesson 41","助かります","たすかります","Be of help","得到幫助、解圍","手伝ってもらって助かりました。"
"Lesson 41","昔話","むかしばなし","Old tale, folklore","古老故事、民間故事","昔話を読みます。"
"Lesson 41","ある～","ある～","A certain ~, One ~","某一～","ある日のことです。"
"Lesson 41","いじめます","いじめます","Bully, Abuse, Ill-treat","欺負、霸凌","いじめてはいけません。"
"Lesson 41","亀","かめ","Turtle","烏龜","亀を助けました。"
"Lesson 41","助けます","たすけます","Save, Help","救、幫助","困っている人を助けます。"
"Lesson 41","「お」城","「お」しろ","Castle","城堡","お城を見学します。"
"Lesson 41","お姫様","おひめさま","Princess","公主","お姫様が住んでいます。"
"Lesson 41","楽しく","たのしく","Happily, Merrily","快樂地","楽しく暮らします。"
"Lesson 41","暮らします","くらします","Live, Lead a life","生活、過日子","日本で暮らしています。"
"Lesson 41","陸","りく","Land, Shore","陸地","陸に上がります。"
"Lesson 41","すると","すると","And, then","於是、這時","ドアを開けました。すると、猫が入ってきました。"
"Lesson 41","煙","けむり","Smoke","煙","煙が出ています。"
"Lesson 41","真っ白「な」","まっしろ「な」","Pure white","純白的","真っ白な雪が降りました。"
"Lesson 41","中身","なかみ","Content","內容物","箱の中身を確かめます。"
"Lesson 42","包みます","つつみます","Wrap, Pack up, Cover, Conceal","包裝、包裹","プレゼントを包みます。"
"Lesson 42","沸かします","わかします","To boil, Ferment, uproar, breed","使～沸騰、燒開","お湯を沸かします。"
"Lesson 42","混ぜます","まぜます","To Mix, To Blend","攪拌、混合","材料を混ぜます。"
"Lesson 42","計算します","けいさんします","Calculate","計算","合計を計算します。"
"Lesson 42","厚い","あつい","Thick","厚的","この本は厚いです。"
"Lesson 42","薄い","うすい","Thin","薄的","この紙は薄いです。"
"Lesson 42","弁護士","べんごし","Lawyer, Attorney","律師","弁護士に相談します。"
"Lesson 42","音楽家","おんがくか","Musician","音樂家","有名な音楽家のコンサートに行きます。"
"Lesson 42","子供たち","こどもたち","Children","孩子們","子供たちが遊んでいます。"
"Lesson 42","教育","きょういく","Education","教育","教育は大切です。"
"Lesson 42","歴史","れきし","History","歷史","日本の歴史を勉強します。"
"Lesson 42","文化","ぶんか","Culture","文化","日本の文化に興味があります。"
"Lesson 42","社会","しゃかい","Society","社會","社会のために働きます。"
"Lesson 42","法律","ほうりつ","Law","法律","法律を守ります。"
"Lesson 42","戦争","せんそう","War","戰爭","戦争は悲しいです。"
"Lesson 42","平和","へいわ","Peace, Harmony","和平","世界の平和を願います。"
"Lesson 42","目的","もくてき","Purpose, Aim, objective, intention","目的","旅行の目的は何ですか。"
"Lesson 42","安全","あんぜん","Safety, Security","安全","安全に気をつけます。"
"Lesson 42","論文","ろんぶん","Thesis, Academic paper","論文","論文を書いています。"
"Lesson 42","関係","かんけい","Relation, Connection","關係、相關","この問題は関係ありません。"
"Lesson 42","薬缶","やかん","Kettle","水壺","やかんでお湯を沸かします。"
"Lesson 42","栓抜き","せんぬき","Cap opener","開瓶器","栓抜きで瓶を開けます。"
"Lesson 42","缶切","かんきり","Can opener","開罐器","缶切で缶を開けます。"
"Lesson 42","缶詰","かんづめ","Canned food, Tinned Food","罐頭食品","缶詰を使って料理します。"
"Lesson 42","風呂敷","ふろしき","Wrapping cloth used to carry things","風呂敷（日式包巾）","風呂敷で荷物を包みます。"
"Lesson 42","算盤","そろばん","Abacus (Counting Frame)","算盤","算盤で計算します。"
"Lesson 42","体温計","たいおんけい","(Clinical) Thermometer","體溫計","体温計で熱を測ります。"
"Lesson 42","材料","ざいりょう","Material, Ingredient","材料、食材","料理の材料を準備します。"
"Lesson 42","石","いし","Stone","石頭","石を拾いました。"
"Lesson 42","一生懸命","いっしょうけんめい","With all one's effort","全力以赴","一生懸命勉強します。"
"Lesson 42","なぜ","なぜ","Why","為什麼","なぜですか。"
"Lesson 42","国連","こくれん","United Nations","聯合國","国連で働きたいです。"
"Lesson 42","鍋","なべ","Pan, pot","鍋子","鍋で料理を作ります。"
"Lesson 42","丼ぶり","どんぶり","Ceramic Bowl","丼碗","丼ぶりにご飯を入れます。"
"Lesson 42","食品","しょくひん","Food","食品","食品の安全が大切です。"
"Lesson 42","調査","ちょうさ","Investigation, Survey","調查","アンケート調査をします。"
"Lesson 42","～の代わりに","～のかわりに","In place of~, Instead of ~","代替～、取代～","箸の代わりにフォークを使います。"
"Lesson 42","どこででも","どこででも","In any place","在任何地方都","どこででも使えます。"
"Lesson 42","綴じる","とじる","Staple, to bind","裝訂、綴合","書類を綴じます。"
"Lesson 42","挟みます","はさみます","To bind, To clip","夾住","書類を挟みます。"
"Lesson 42","留めります","とめます","To pin","固定、別上","書類を留めます。"
"Lesson 42","張ります","はります","To stick, to paste","黏貼","シールを張ります。"
"Lesson 42","糊","のり","Paste, Glue","漿糊、膠水","糊で貼ります。"
"Lesson 42","鉛筆削り","えんぴつけずり","Pencil Sharpener","削鉛筆機","鉛筆削りで削ります。"
"Lesson 42","消します","けします","To erase","擦掉","間違いを消します。"
"Lesson 42","切ります","きります","Saw","鋸（木材）","木を切ります。"
"Lesson 42","打ちます","うちます","Hit a nail","釘釘子","くぎを打ちます。"
"Lesson 42","締めます","しめます","Tighten","鎖緊、擰緊","ねじを締めます。"
"Lesson 42","緩めます","ゆるめます","Loosen","放鬆、鬆開","ねじを緩めます。"
"Lesson 42","螺子","ねじ","Screw, Key (of a clock…), Spring of a machine …","螺絲","ねじを締めます。"
"Lesson 43","「輸出が」増えます","「ゆしゅつが」ふえます","Increase (exports）","（出口）增加","輸出が増えました。"
"Lesson 43","「輸出が」減ります","「ゆしゅつが」へります","Decrease (exports)","（出口）減少","輸出が減りました。"
"Lesson 43","「値段が」上がります","「ねだんが」あがります","Rise (prices)","（價格）上漲","物価が上がりました。"
"Lesson 43","「値段が」下がります","「ねだんが」さがります","Fall (Prices)","（價格）下降","値段が下がりました。"
"Lesson 43","「紐が」切れます","「ひもが」きれます","[a string] break, snap","（細繩）斷了","紐が切れました。"
"Lesson 43","取れます","とれます","[a button] Come off","（鈕扣）脫落","ボタンが取れました。"
"Lesson 43","「荷物が」落ちます","「にもつが」おちます","[baggage] fall down","（行李）掉落","棚から荷物が落ちました。"
"Lesson 43","「ガソリンが」無くなります","「ガソリンが」なくなります","[pertrol, gasoline] run out, be lost","（汽油）用完了","ガソリンが無くなりました。"
"Lesson 43","丈夫「な」","じょうぶ「な」","Strong, Healthy","堅固的、健壯的","この靴は丈夫です。"
"Lesson 43","変「な」","へん「な」","Strange, Peculiar","奇怪的","変な音がします。"
"Lesson 43","幸せ「な」","しあわせ「な」","Happy","幸福的","幸せな生活を送っています。"
"Lesson 43","美味い","うまい","Tasty, delicious","好吃的、美味的","この料理はうまいです。"
"Lesson 43","不味い","まずい","Unpleasant, Unappetizing","難吃的","この料理はまずいです。"
"Lesson 43","詰まらない","つまらない","Boring, Dull","無聊的","つまらない映画でした。"
"Lesson 43","暖房","だんぼう","Heating","暖氣","冬に暖房をつけます。"
"Lesson 43","冷房","れいぼう","Air-Conditioning","冷氣","夏に冷房をつけます。"
"Lesson 43","今にも","いまにも","At any moment","隨時、眼看就要","今にも雨が降りそうです。"
"Lesson 43","わあ","わあ","Wow! Oh!","哇！","わあ、きれいですね。"
"Lesson 43","会員","かいいん","Member","會員","会員になります。"
"Lesson 43","適当「な」","てきとう「な」","Suitable, Proper","適當的、合適的","適当な方法を選びます。"
"Lesson 43","年齢","ねんれい","Age, Years","年齡","年齢を教えてください。"
"Lesson 43","収入","しゅうにゅう","Income","收入","収入が増えました。"
"Lesson 43","ぴったり","ぴったり","Exactly, Neatly, Sharp","剛剛好、完全吻合","サイズがぴったりです。"
"Lesson 43","そのうえ","そのうえ","In addition to that, more over","而且、加之","安いです。そのうえ、おいしいです。"
"Lesson 43","薔薇","ばら","Rose","玫瑰","赤いばらをあげます。"
"Lesson 43","優しい","やさしい","Kind","溫柔的、親切的","優しい人が好きです。"
"Lesson 43","大人しい","おとなしい","Obedient, Quiet","溫順的、安靜的","大人しい性格です。"
"Lesson 43","厳しい","きびしい","Strict, Severe","嚴格的","厳しい先生です。"
"Lesson 43","気が長い","きがながい","Slow tempered, Patient","慢性子、有耐心","気が長い人です。"
"Lesson 43","気が短い","きがみじかい","Quick tempered","急性子","気が短い人です。"
"Lesson 43","気が強い","きがつよい","Strong willed","意志堅強的","気が強い人です。"
"Lesson 43","気が弱い","きがよわい","Timid","膽小的、意志薄弱的","気が弱い人です。"
"Lesson 43","活発「な」","かっぱつ「な」","Active","活潑的","活発な子どもです。"
"Lesson 43","誠実「な」","せいじつ「な」","Sincere","誠實的","誠実な人が好きです。"
"Lesson 43","我が侭","わがまま","Selfish","任性的、自私的","わがままな子どもです。"
"Lesson 43","真面目「な」","まじめ「な」","Serious, Honest, Diligent","認真的","まじめな学生です。"
"Lesson 43","不真面目「な」","ふまじめ「な」","Frivolous","不認真的","不真面目な態度です。"
"Lesson 43","頑固「な」","がんこ「な」","Stubborn","固執的","頑固な人です。"
"Lesson 43","素直「な」","すなお「な」","Obedient, Gentle","溫順的、直率的","素直な子どもです。"
"Lesson 43","意地悪「な」","いじわる「な」","Ill-natured, Spiteful","心眼壞的","意地悪なことをしないでください。"
"Lesson 43","勝ち気「な」","かちき「な」","Competitive, Unyielding","好勝的","勝ち気な性格です。"
"Lesson 43","神経質「な」","しんけいしつ「な」","Nervous","神經質的","神経質な人です。"
"Lesson 44","泣きます","なきます","Cry","哭泣","悲しくて泣きました。"
"Lesson 44","笑います","わらいます","Laugh, Smile","笑","面白い話で笑います。"
"Lesson 44","乾きます","かわきます","Dry","乾燥","洗濯物が乾きました。"
"Lesson 44","濡れます","ぬれます","Get wet","濕透","雨で服が濡れました。"
"Lesson 44","滑ります","すべります","Slip","滑倒、打滑","道が滑ります。"
"Lesson 44","起きます「事故が～」","おきます「じこが～」","Happen (an accident)","（事故）發生","事故が起きました。"
"Lesson 44","調節します","ちょうせつします","Adjust","調節","温度を調節します。"
"Lesson 44","安全「な」","あんぜん「な」","Safe","安全的","この道は安全です。"
"Lesson 44","丁寧「な」","ていねい「な」","Polite, Courteous, Careful","有禮貌的、仔細的","丁寧に説明します。"
"Lesson 44","細かい","こまかい","Small, Fine","細小的、詳細的","細かいことに気をつけます。"
"Lesson 44","濃い","こい","Strong (taste), Dark (color)","（味道）濃的、（顏色）深的","このコーヒーは濃いです。"
"Lesson 44","薄い","うすい","Weak (taste), Light (color)","（味道）淡的、（顏色）淺的","このお茶は薄いです。"
"Lesson 44","空気","くうき","Air","空氣","空気がきれいです。"
"Lesson 44","涙","なみだ","Tear","眼淚","涙が出ました。"
"Lesson 44","和食","わしょく","Japanese dish","日本料理","和食が好きです。"
"Lesson 44","洋食","ようしょく","Western dish","西洋料理","洋食も好きです。"
"Lesson 44","おかず","おかず","Side dish","配菜","ご飯のおかずを作ります。"
"Lesson 44","量","りょう","Quantity","量、份量","量が多いです。"
"Lesson 44","～倍","～ばい","～Times","～倍","日本の物価は二倍です。"
"Lesson 44","半分","はんぶん","Half","一半","半分に切ります。"
"Lesson 44","たんす","たんす","Chest of Drawers","抽屜櫃","たんすに服をしまいます。"
"Lesson 44","洗濯物","せんたくもの","Washing, Laundry","洗好的衣物","洗濯物を干します。"
"Lesson 44","理由","りゆう","Reason","理由","理由を教えてください。"
"Lesson 44","どうなさいますか。","どうなさいますか。","What can I do for you?","您要怎麼做呢？（敬語）","どうなさいますか。"
"Lesson 44","どういうふうになさいますか","どういうふうになさいますか。","How would you like it done?","您希望怎麼做呢？","どういうふうになさいますか。"
"Lesson 44","～みたいにしてください。","～みたいにしてください。","Do it like~.","請做成像～一樣。","この写真みたいにしてください。"
"Lesson 44","これでよろしいでしょうか。","これでよろしいでしょうか。","Would this be alright?","這樣可以嗎？","これでよろしいでしょうか。"
"Lesson 44","お疲れ様でした。","おつかれさまでした。","Thankyou for being patient","辛苦了。","お疲れ様でした。"
"Lesson 44","嫌がります","いやがります","Dislike","表示討厭","犬が注射を嫌がります。"
"Lesson 44","また","また","And","又、而且","また来てください。"
"Lesson 44","順序","じゅんじょ","Order","順序","順序を守ってください。"
"Lesson 44","表現","ひょうげん","Expression","表達、表現","日本語の表現を勉強します。"
"Lesson 44","例えば","たとえば","For example","例如","例えば、こう言います。"
"Lesson 44","別れます","わかれます","Part, Separate","分別、分手","駅で友達と別れました。"
"Lesson 44","これら","これら","These things","這些","これらを片づけます。"
"Lesson 44","縁起が悪い","えんぎがわるい","Bad omen, Ill-omened","不吉利的","四は縁起が悪いと言われています。"
"Lesson 44","美容院","びよういん","Hair dressing salon","美容院","美容院で髪を切ります。"
"Lesson 44","理髪店","りはつてん","Barber shop","理髮店","理髪店に行きます。"
"Lesson 44","剃る「髭、顔を～」","そる「ひげ、かおを～」","Shave [Moustache, Face]","刮（鬍鬚、臉）","毎朝髭を剃ります。"
"Lesson 44","耳が見えるくらいに切ってください","みみがみえるくらいにきってください","Please cut it so that you can see my ears","請剪短到可以看見耳朵","耳が見えるくらいに切ってください。"
"Lesson 44","肩にかかるくらいにきってください","かたにかかるくらいにきってください","Please cut it to shoulder length","請剪到肩膀的長度","肩にかかるくらいに切ってください。"
"Lesson 44","眉が隠れるくらいにきってください","まゆがかくれるくらいにきってください","Please cut it so that my eyebrows are covered","請剪到可以蓋住眉毛","眉が隠れるくらいに切ってください。"
"Lesson 44","１センチくらいきってください","１センチくらいきってください","Please cut it about one centimeter","請剪大約一公分","一センチくらい切ってください。"
"Lesson 44","この写真みたいに切ってください","このしゃしんみたいにきってください","Please cut it so that it looks like this photograph","請剪成像這張照片一樣","この写真みたいに切ってください。"
"Lesson 44","おかっぱ","おかっぱ","Bobbed Hair","西瓜頭（短直髮）","おかっぱにしてください。"
"Lesson 44","三つ編み","みつあみ","Braids","辮子","三つ編みにしてください。"
"Lesson 44","丸刈り","まるがり","Close-cropped cut","平頭","丸刈りにしてください。"
"Lesson 44","長髪","ちょうはつ","Long hair","長髮","長髪を短くします。"
